用户问句	名词短语
nmn是什么	nmn
noll啥意思	noll
N园林研发费用总额	N园林
OLED是什么意思	OLED
PaMu Unique	PaMu Unique
PCB是什么意思	PCB
pdiadxadrx向上	pdiadxadrx
pdi小于30mdi下行pdi上行mdi小于adxradx小于mdi	adxradx
PEG代表什么	PEG
peg含义	peg
peg是负数是什么意思	peg
peg是什么指示	peg
Peg小于1是什么意思	Peg
PEG值升高是什么意思	PEG
peg指标大好吗	peg指标
PEG指标是什么	PEG指标
PE百分位是指什么	PE百分位
pe计算	pe
Pe是啥	Pe
PE是啥意思	PE
pE是什么意思	pE
Pe是指什么	Pe
Pe怎么计算	Pe
pmi的相关介绍	pmi
PMI是什么	PMI
ppp概念是什么意思	ppp概念
ppp是什么意思	ppp
PYTHON	PYTHON
QF II	QF II
Qf Il新进是什么意思	Qf Il
QFII什么意思	QFII
qfii重仓什么意思	qfii
QFIL是什么	QFIL
r-003是什么	r-003
REITS是什么	REITS
roa连继5年在15%的上市公司有哪些	上市公司
roa是什么	roa
roa在15%的上市公司有哪些	上市公司
roc卖出信号是啥	roc
roe的意思	roe
Roe定义	Roe
RoE解释一下	RoE
roe啥意思	roe
Roe是什么意思	Roe
ROE指什么	ROE
Rsi是什么意思	Rsi
RSI是指什么	RSI
Rsi指标的含义	Rsi指标
rsi指标公式	rsi
Rsl指标介绍	Rsl
Sar指标什么意思	Sar指标
si什么时候解禁过	si
Smith field	Smith field
SPAC	SPAC
ST板块含义	ST板块
ST带帽什么意思	ST带帽
st的意思	st
st购买权限	st购买权限
ST股规则	ST股
st股是什么	st股
st股是什么意思	st股
st海投更名为st海投是什么意思	st海投
st加加散户持股数量跟庄家比例	st加加_|_散户持股数量_|_庄家比例
ST交易权限	ST交易权限
ST金正大实际控制人股权冻结	ST金正大
st九有没有庄家控盘	st九
ST天宝里有庄家吗	ST天宝_|_庄家
st宜华木业终止上市	st宜华木业
s什么意思	s
T+0是什么意思	T+0
T+2什么意思	T+2
tmt有多少家上市公司	上市公司
trix什么意思	trix
TTM亏损是什么意思	TTM亏损
TTM市盈率是什么意思	TTM市盈率
t字涨停是什么意思	t字涨停
UBS AG是啥意思	UBS AG
VR是什么意思	VR
world first	world first
wr什么意思	wr
xbcl 是干嘛的	xbcl
xd方大特大单买入金额是多少	xd方大特
XD是啥	XD
z值是什么意思	z值
阿里巴巴为什么没有被纳入港股通	阿里巴巴_|_港股通
阿姆斯什么意思	阿姆斯
阿姆斯指数什么意思	阿姆斯指数
埃斯顿有多少机构调研	埃斯顿
艾格拉斯庄家在吗	艾格拉斯_|_庄家
艾可蓝庄家己出货了吗？	艾可蓝
艾立华	艾立华
爱尔眼科简历	爱尔眼科
爱尔眼科停牌对股票的影响	爱尔眼科_|_股票
爱尔眼科庄家盈利现在是多少？	爱尔眼科_|_庄家盈利
爱尔眼科准备停牌吗	爱尔眼科
爱康科技股东大会有什么利空吗	爱康科技_|_股东大会
爱康科技现在庄家是在洗盘吗？	爱康科技_|_庄家
爱康科技疑是庄股是什么意思？	爱康科技_|_庄股
爱乐达利空消息是什么	爱乐达
爱普股份主力庄家操作揭秘	爱普股份
爱施德最近有多少机构调研	爱施德
爱婴室股东大会今天有什么利好	爱婴室_|_股东大会
安邦保险持股上市公司有哪些	安邦保险持股_|_上市公司
安彩高科十上市价	安彩高科_|_上市价
安彩高科庄家筹码平均价格	安彩高科_|_庄家筹码平均价格
安徽地区上市公司或者山东或者河南或者上海	上市公司
安徽国资委拥有哪些上市公司	安徽国资委_|_上市公司
安徽盒子健康科技有限公司	安徽盒子健康科技有限公司
安徽省能源集团有限公司同时拥有几家上市公司	安徽省能源集团有限公司_|_上市公司
安徽省在a股上市公司有哪些	安徽省_|_上市公司
安记食品2020第一次股东大会什么内容	安记食品_|_股东大会
安洁科技庄家是否还在里面	安洁科技_|_庄家
安科高彩	安科高彩
安妮股份的保险	安妮股份_|_保险
氨纶的是做什么用	氨纶
按近半个月机构评级买入或增持次数	增持次数
按近一个月机构评级买入+持有次数排序区间涨跌幅	持有次数
按近一个月机构评级买入和持有次数排序区间涨跌幅	持有次数
按近一个月机构评级买入和增持次数排序区间涨跌幅	增持次数
按上市日期	上市日期
傲农生物股权激励锁定期	傲农生物_|_锁定期
奥海科技里面有庄家	庄家
奥克麦迪	奥克麦迪
奥联电子是哪个庄家在操盘	奥联电子_|_庄家在操盘
奥马电器庄家被套	奥马电器
奥马电器庄家如何操作的	奥马电器_|_庄家
奥普家居可比的上市公司有哪些	上市公司_|_奥普家居
奥特佳今天是庄家出货吗？	奥特佳
奥特佳盘前集合竞价异动	奥特佳
奥特佳主力庄家还在吗	奥特佳_|_主力庄家
奥拓电子的庄家持股情况是如何	奥拓电子_|_庄家持股
奥维通信有机构庄家吗？	奥维通信_|_机构庄家
澳洋健康今天是出货还是庄家洗盘	澳洋健康
八十一以下市值的上市公司有多少	上市公司
八是一以下市值的上市公司有多少	上市公司
八喜	八喜
巴菲特的手枪	手枪
巴斯夫是哪国企业	巴斯夫
把成交回报里面机构席位买得多的实力强的游资找出来	机构席位_|_游资
把竞价异动关掉	竞价异动
把自选股的竞价异动关掉	自选股
白酒板块机构评级	白酒板块
白莉惠	白莉惠
白马股的意思	白马股
白敏莉	白敏莉
白炭黑是干什么的	白炭黑
白炭黑是什么	白炭黑
白银T+D是什么意思	白银T+D
白银有色而停牌啊	白银有色
白银有色三线是什么意思	白银有色三线
白银有色庄家	白银有色_|_庄家
白银有色庄家进场	白银有色
白银有色庄家控盘率如何	白银有色_|_庄家控盘率
白银有色庄家入场	白银有色
白云母是什么	白云母
百安居收货部黄莹	黄莹
百度合作上市公司有哪些	百度_|_上市公司
百分位是啥意思	百分位
百隆东方近期是否有强庄进场	百隆东方
百润股份有什么机构去调研	百润股份
百润股份有庄家操作吗	百润股份
板块金叉；板块资金净流入；板块原始机构评级买入	板块金叉
板块尾盘异动	板块
板块异动次数	板块异动次数
板块异动和板块拉升的区别	板块异动_|_板块拉升
板块异动记录	板块异动记录
板块异动没有提醒	板块异动
板块异动哪里看	板块异动
板块异动那里看	板块异动
板块异动能提醒吗	板块异动
板块异动设置	板块异动
板块异动提醒	板块异动
板块异动在哪看	板块异动
板块异动在哪里看	板块异动
板块异动怎么看	板块异动
板块异动怎么没提醒	板块异动
板块有异动记录	异动记录_|_板块
半仓是啥意思	半仓
半导体庄家进场双十字星个股	双十字星_|_半导体
半年报预增100%上市公司有哪些	上市公司
半年大宗交易机构席位净额超5亿	大宗交易_|_机构席位净额
半年内中信证券调研评级为买入	中信证券_|_调研评级
邦宝益智庄家持股成	邦宝益智_|_庄家持股成
邦宝益智庄家资金	邦宝益智_|_庄家资金
帮我打开ai机构探测器问财抓取了双星新材近期机构调研	ai机构探测器_|_问财_|_双星新材
帮我看一下，湖南发展的庄家的主力的持股价是多少？	湖南发展_|_庄家的主力的持股价
帮我诊断一下今天华鼎股份是庄家洗盘还是出货	华鼎股份
帮我诊断一下今天华鼎股份是庄家洗盘吗	华鼎股份
棒杰股份疑似庄股	棒杰股份_|_疑似庄股
包钢股份庄家进厂了	包钢股份
宝宝树没纳入港股通吗	宝宝树_|_港股通
宝丰能源管理团队基本情况介绍	宝丰能源管理团队
宝丰能源管理团队文化程度	宝丰能源管理团队
宝丰能源席位异动	宝丰能源
宝硕股份有里面有庄家吗	宝硕股份_|_庄家
宝武钢铁介绍	宝武钢铁
宝鹰股份复牌后的走势会怎么样	宝鹰股份
保利2016营业外收入净额	保利
保利地产庄家是不是在吸筹	保利地产_|_庄家
保利科技防务投资有限公司都持有哪些上市公司股票	保利科技防务投资有限公司
保险持仓比例高基金	保险持仓比例
保险持股比例大的指数基金	指数基金_|_保险持股比例
保险大股东	保险大股东
保险公司本期持股数量	保险公司本期持股数量
保险公司持股数量	保险公司持股数量
保险公司持股数量(股)	保险公司持股数量
保险公司持股占流通股比例	保险公司持股_|_流通股比例
保险公司十大股东的	保险公司
保险公司为十大股东	保险公司
保险基金持股数量排序	保险基金持股数量
保险加仓持股数量	持股数量
保险减仓持股数量	持股数量
保险是10大股东	保险
保险剔除持股数量	保险
保险为十大股东	保险
保险新进持股数量	持股数量
保险重仓概念	保险重仓
保险资金是十大股东	保险资金
保证金什么意思	保证金
鲍荣富	鲍荣富
暴跌的庄股	暴跌的庄股
暴跌庄股	暴跌庄股
暴雷是什么意思	暴雷
北大农有没有庄家控盘那现在	北大农
北斗星通主力庄股是谁	北斗星通_|_主力庄股
北斗星通庄家持股情况怎样	北斗星通_|_庄家持股
北斗星通庄家在操控吗？	北斗星通
北方稀土庄家均价多少	北方稀土_|_庄家均价
北京城市副中心相关的上市公司有哪些	北京城市副中心_|_上市公司
北京和抖音合作的上市公司有哪些	抖音_|_上市公司
北京集成电路制造和装备股权中心的持股的上市公司有哪些	北京集成电路制造和装备股权中心_|_持股的上市公司
北京科华的合作上市公司有哪些	北京科华_|_上市公司
北京科兴中维生物技术有限公司	北京科兴中维生物技术有限公司
北京利尔没有庄家	北京利尔_|_庄家
北京利尔庄家在	北京利尔庄家
北京旅游集团有限公司下面有几家上市公司	北京旅游集团有限公司_|_上市公司
北京市房山韩村河镇韩村河村经济合作社	经济合作社
北京市海淀区人民政府国有资产监督管理委员会	北京市海淀区人民政府国有资产监督管理委员会
北京文化第一季度报告什么意思	北京文化
北京文化是庄家砸盘吗？	北京文化
北京辖区上市公司2015年12月	上市公司
北京银行股票庄家	北京银行_|_庄家
北汽蓝谷竞价异动评级	北汽蓝谷
北融呈祥北上资金买入股票	北融呈祥
北上资金，是什么意思	北上资金
北上资金+南下资金	北上资金_|_南下资金
北上资金>南下资金10%	北上资金_|_南下资金
北上资金多还是南下资金多	北上资金_|_南下资金
北上资金跟南下资金是什么意思	北上资金_|_南下资金
北上资金和南下资金哪里	北上资金_|_南下资金
北上资金流入是怎么看的啊	北上资金流入
北纬科技有庄家在操作吗？	北纬科技_|_庄家
北向资金和南向资金是什么意思	北向资金_|_南向资金
北向资金龙虎榜机构席位	北向资金_|_龙虎榜机构席位
北新集团庄家是谁做庄	北新集团_|_庄家
北信源跟叶飞概念有关吗	北信源_|_叶飞概念
北元集团有庄家介入吗	北元集团
贝壳今年股东大会报告	贝壳_|_股东大会
贝斯美主力庄家成本	贝斯美_|_主力庄家成本
贝塔系数是什么意思是	贝塔系数
贝塔系数怎么计算	贝塔系数
贝塔系数怎么算	贝塔系数
贝泰妮是什么情况	贝泰妮
贝因美庄家进厂	贝因美
贝因美庄家数	贝因美_|_庄家数
背驰背离是什么意思	背驰背离
被动买入什么意思	被动买入
被动买入小单是什么意思	被动买入小单
被动卖出什么意思	被动卖出
被动卖出小单啥意思	被动卖出小单
被机构评级为AA的可转债	可转债
被机构调研最多买入的公司	公司
被江苏省苏豪控股集团参股的有哪些上市公司	上市公司
被举牌什么意思	被举牌
被腾讯持股的上市公司有哪些	腾讯持股_|_上市公司
被调出港股通后个股哪个办	港股通
被叶飞点名的18家上市公司	叶飞
被叶飞点名的上市公司	上市公司
被一四庄股的股票	庄股
本金怎么计算	本金
本月机构调研次数明细	调研次数_|_机构
本月以来沪股通或港股通增持比例	沪股通_|_港股通增持比例
本周港股通持仓大幅增加	港股通
本周港股通持股占流通股比例大幅增加	港股通
崩盘的庄股	崩盘的庄股
崩盘庄股	崩盘庄股
比价指数是什么	比价指数
比亚迪集合竞价异动是什么原因	比亚迪
比亚迪医药上市公司有哪些	比亚迪医药_|_上市公司
比亚迪庄家进入没有	比亚迪
必需消费上市公司有哪些	必需消费上市公司
毕树真	毕树真
哔哩哔哩的a股相关上市公司有哪些	哔哩哔哩_|_a股_|_上市公司
碧水源的庄家是谁	碧水源_|_庄家
碧水源复牌后怎样操作	碧水源
变特电气是不是庄股	变特电气_|_庄股
表头怎么添加异动类型	异动类型_|_表头
别涌	别涌
